"ITEM  ","DEL","DI","DUTY PD "," DUTY FR ","    COST ","  PR 01 ","  PR 02 ","  PR 03 ","  PR 04 ","  PR 05 ","  PR 06 "," BEEROH ","WINEOH ","UM","B6%","B9%","W6%","W9%","TX?","  PR 07 ","  PR 08 ","  PR 09 ","  PR 10 ","  PR 11 "," ST"
"811185","   ","  ","  27.880","         ","   27.880","   35.12","   35.12","   35.12","   35.12","   35.12","   35.12","        ","       ","WW","   ","   ","  1","   ","Y  ","   35.12","   35.12","   35.12","   35.12","   35.12"," A "
"811199","   ","X ","  58.860","         ","   58.860","   61.80","   61.80","   61.80","   61.80","   61.80","   61.80","        ","       ","WW","   ","   ","  1","   ","Y  ","   61.80","   61.80","   61.80","   61.80","   61.80"," X "
"811200","   ","  ","  27.250","         ","   27.250","   28.72","   28.72","   28.72","   28.72","   28.72","   28.72","        ","       ","WW","   ","   ","  1","   ","Y  ","   28.72","   28.72","   28.72","   28.72","   28.72"," M "
"811201","   ","  ","  43.600","         ","   43.600","   46.22","   46.22","   46.22","   46.22","   46.22","   46.22","        ","       ","WW","   ","   ","  1","   ","Y  ","   46.22","   46.22","   46.22","   46.22","   46.22"," M "
"811210","   ","  ","   1.800","         ","    1.800","    1.90","    1.90","    1.90","    1.90","    1.90","    1.90","        ","   10.0","WW","   ","   ","  1","   ","Y  ","    1.90","    1.90","    1.90","    1.90","    1.90"," M "
"811212","   ","  ","   1.800","         ","    1.800","    1.90","    1.90","    1.90","    1.90","    1.90","    1.90","        ","    7.0","WW","   ","   ","  1","   ","Y  ","    1.90","    1.90","    1.90","    1.90","    1.90"," M "
"811214","   ","  ","   1.310","         ","    1.310","    1.38","    1.38","    1.38","    1.38","    1.38","    1.38","        ","   23.0","WW","   ","   ","  1","   ","Y  ","    1.38","    1.38","    1.38","    1.38","    1.38"," M "
"811220","   ","  ","   1.310","         ","    1.310","    1.38","    1.38","    1.38","    1.38","    1.38","    1.38","        ","   21.0","WW","   ","   ","  1","   ","Y  ","    1.38","    1.38","    1.38","    1.38","    1.38"," M "
"811239","   ","  ","   8.660","         ","    8.660","   19.24","   19.24","   19.24","   19.24","   19.24","   19.24","        ","       ","WW","   ","   ","  1","   ","Y  ","   19.24","   19.24","   19.24","   19.24","   19.24"," M "
"811240","   ","  ","   9.790","         ","    9.790","   21.50","   21.50","   21.50","   21.50","   21.50","   21.50","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   21.50","   21.50","   21.50","   21.50","   21.50"," A "
"811241","   ","  ","   9.790","         ","    9.790","   21.50","   21.50","   21.50","   21.50","   21.50","   21.50","        ","       ","WW","   ","   ","  1","   ","Y  ","   21.50","   21.50","   21.50","   21.50","   21.50"," M "
"811242","   ","  ","   9.790","         ","    9.790","   21.50","   21.50","   21.50","   21.50","   21.50","   21.50","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   21.50","   21.50","   21.50","   21.50","   21.50"," M "
"811243","   ","  ","   9.790","         ","    9.790","   21.50","   21.50","   21.50","   21.50","   21.50","   21.50","        ","   10.0","WW","   ","   ","  1","   ","Y  ","   21.50","   21.50","   21.50","   21.50","   21.50"," A "
"811245","   ","X ","  10.410","         ","   10.410","   35.09","   35.09","   35.09","   35.09","   35.09","   35.09","        ","       ","WW","   ","   ","  1","   ","Y  ","   35.09","   35.09","   35.09","   35.09","   35.09"," X "
"811248","   ","  ","  10.940","         ","   10.940","   36.79","   36.79","   36.79","   36.79","   36.79","   36.79","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.79","   36.79","   36.79","   36.79","   36.79"," M "
"811250","   ","  ","  10.940","         ","   10.940","   36.79","   36.79","   36.79","   36.79","   36.79","   36.79","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   36.79","   36.79","   36.79","   36.79","   36.79"," M "
"811276","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811277","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811278","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811279","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811281","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811282","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811283","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811284","   ","X ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","       ","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," X "
"811285","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811287","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","       ","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," A "
"811288","   ","  ","   8.170","         ","    8.170","   27.74","   27.74","   27.74","   27.74","   27.74","   27.74","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   27.74","   27.74","   27.74","   27.74","   27.74"," M "
"811293","   ","  ","  21.740","         ","   21.740","   61.13","   61.13","   61.13","   61.13","   61.13","   61.13","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   61.13","   61.13","   61.13","   61.13","   61.13"," M "
"811303","   ","  ","  13.050","         ","   13.050","   36.79","   36.79","   36.79","   36.79","   36.79","   36.79","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.79","   36.79","   36.79","   36.79","   36.79"," M "
"811311","   ","  ","  35.000","         ","   35.000","   35.00","   35.00","   35.00","   35.00","   35.00","   35.00","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   35.00","   35.00","   35.00","   35.00","   35.00"," M "
"811312","   ","  ","  55.000","         ","   55.000","   52.50","   52.50","   52.50","   52.50","   52.50","   52.50","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   52.50","   52.50","   52.50","   52.50","   52.50"," M "
"811313","   ","  ","  55.000","         ","   55.000","   52.50","   52.50","   52.50","   52.50","   52.50","   52.50","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   52.50","   52.50","   52.50","   52.50","   52.50"," M "
"811315","   ","  ","  60.000","         ","   60.000","   63.00","   63.00","   63.00","   63.00","   63.00","   63.00","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   63.00","   63.00","   63.00","   63.00","   63.00"," M "
"811318","   ","X ","  26.720","         ","   26.720","   32.79","   32.79","   32.79","   32.79","   32.79","   32.79","        ","       ","WW","   ","   ","  1","   ","Y  ","   32.79","   32.79","   32.79","   32.79","   32.79"," X "
"811322","   ","  ","  19.380","         ","   19.380","   19.38","   19.38","   19.38","   19.38","   19.38","   19.38","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   19.38","   19.38","   19.38","   19.38","   19.38"," M "
"811323","   ","  ","  46.840","         ","   46.840","   46.84","   46.84","   46.84","   46.84","   46.84","   46.84","        ","       ","WW","   ","   ","  1","   ","Y  ","   46.84","   46.84","   46.84","   46.84","   46.84"," M "
"811325","   ","  ","  24.230","         ","   24.230","   24.23","   24.23","   24.23","   24.23","   24.23","   24.23","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   24.23","   24.23","   24.23","   24.23","   24.23"," M "
"811326","   ","  ","  29.880","         ","   29.880","   29.88","   29.88","   29.88","   29.88","   29.88","   29.88","        ","       ","WW","   ","   ","  1","   ","Y  ","   29.88","   29.88","   29.88","   29.88","   29.88"," M "
"811328","   ","  ","  32.300","         ","   32.300","   32.30","   32.30","   32.30","   32.30","   32.30","   32.30","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   32.30","   32.30","   32.30","   32.30","   32.30"," M "
"811338","   ","  "," 119.810","         ","  119.810","  188.21","  188.21","  188.21","  188.21","  188.21","  188.21","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  188.21","  188.21","  188.21","  188.21","  188.21"," M "
"811342","   ","  ","  39.600","         ","   39.600","   39.60","   39.60","   39.60","   39.60","   39.60","   39.60","        ","       ","WW","   ","   ","  1","   ","Y  ","   39.60","   39.60","   39.60","   39.60","   39.60"," M "
"811346","   ","  ","  33.630","         ","   33.630","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," A "
"811348","   ","  ","  29.160","         ","   29.160","   42.24","   42.24","   42.24","   42.24","   42.24","   42.24","        ","   14.0","WW","   ","   ","  1","   ","Y  ","   42.24","   42.24","   42.24","   42.24","   42.24"," M "
"811349","   ","  ","  38.590","         ","   38.590","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," M "
"811350","   ","  ","  12.198","         ","   12.198","   24.40","   24.40","   28.06","   24.40","   24.40","   24.40","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   24.40","   24.40","   24.40","   24.40","   24.40"," A "
"811351","   ","  ","  31.290","         ","   31.290","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," M "
"811353","   ","  ","  14.535","         ","   14.535","   29.07","   29.07","   33.43","   29.07","   29.07","   29.07","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   29.07","   29.07","   29.07","   29.07","   29.07"," A "
"811354","   ","  ","  20.180","         ","   20.180","   29.85","   29.85","   29.85","   29.85","   29.85","   29.85","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   29.85","   29.85","   29.85","   29.85","   29.85"," M "
"811356","   ","  ","  79.990","         ","   79.990","  159.98","  159.98","  183.98","  159.98","  159.98","  159.98","        ","   12.0","WW","   ","   ","  1","   ","Y  ","  159.98","  159.98","  159.98","  159.98","  159.98"," A "
"811357","   ","X ","  33.900","         ","   33.900","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","       ","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," X "
"811362","   ","  ","  10.590","         ","   10.590","   15.03","   15.03","   15.03","   15.03","   15.03","   15.03","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   15.03","   15.03","   15.03","   15.03","   15.03"," M "
"811363","   ","  ","  67.737","         ","   67.737","  135.47","  135.47","  155.79","  135.79","  135.47","  135.47","        ","   12.0","WW","   ","   ","  1","   ","Y  ","  135.47","  135.47","  135.47","  135.47","  135.47"," A "
"811364","   ","  ","  64.845","         ","   64.845","  129.69","  129.69","  149.14","  129.69","  129.69","  129.69","        ","   12.0","WW","   ","   ","  1","   ","Y  ","  129.69","  129.69","  129.69","  129.69","  129.69"," A "
"811365","   ","  ","  36.770","         ","   36.770","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","    5.0","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," M "
"811366","   ","  ","  48.730","         ","   48.730","   51.85","   51.85","   51.85","   51.85","   51.85","   51.85","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   51.85","   51.85","   51.85","   51.85","   51.85"," A "
"811367","   ","  ","  49.530","         ","   49.530","   69.34","   69.34","   69.34","   69.34","   69.34","   69.34","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   69.34","   69.34","   69.34","   69.34","   69.34"," A "
"811368","   ","  ","  13.220","         ","   13.220","   18.52","   18.52","   18.52","   18.52","   18.52","   18.52","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   18.52","   18.52","   18.52","   18.52","   18.52"," M "
"811372","   ","  ","  16.200","         ","   16.200","   22.69","   22.69","   22.69","   22.69","   22.69","   22.69","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   22.69","   22.69","   22.69","   22.69","   22.69"," M "
"811373","   ","  ","  43.000","         ","   43.000","   60.19","   60.19","   60.19","   60.19","   60.19","   60.19","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   60.19","   60.19","   60.19","   60.19","   60.19"," M "
"811374","   ","  ","  11.920","         ","   11.920","   16.70","   16.70","   16.70","   16.70","   16.70","   16.70","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   16.70","   16.70","   16.70","   16.70","   16.70"," M "
"811375","   ","  ","  15.750","         ","   15.750","   22.04","   22.04","   22.04","   22.04","   22.04","   22.04","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   22.04","   22.04","   22.04","   22.04","   22.04"," M "
"811376","   ","  ","  91.317","         ","   91.317","  182.63","  182.63","  210.02","  182.63","  182.63","  182.63","        ","    2.0","WW","   ","   ","  1","   ","Y  ","  182.63","  182.63","  182.63","  182.63","  182.63"," A "
"811377","   ","  ","  62.083","         ","   62.083","  124.17","  124.17","  142.80","  124.17","  124.17","  124.17","        ","    2.0","WW","   ","   ","  1","   ","Y  ","  124.17","  124.17","  124.17","  124.17","  124.17"," A "
"811378","   ","  ","  22.740","         ","   22.740","   31.84","   31.84","   31.84","   31.84","   31.84","   31.84","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   31.84","   31.84","   31.84","   31.84","   31.84"," M "
