"ITEM   ","DESCRIPT                           ","U/C","    COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  "
"819979 ","SCOTTON        36521 SFERE BIAN 3  ","  1","     1.460 ","          ","     .828 ","     .077 ","     .109 ","          ","     .090 ","     .015 ","          ","          ","     2.580 "
"819980 ","SCOTTON        4645 SETA BORD. 1 B ","  1","      .765 ","          ","     .434 ","     .040 ","     .057 ","          ","     .047 ","     .008 ","          ","          ","     1.351 "
"819981 ","SCOTTON        134868S SETA BORD V ","  1","     1.528 ","          ","     .616 ","     .061 ","     .133 ","     .118 ","     .096 ","     .013 ","          ","          ","     2.565 "
"819982 ","SCOTTON        38665 AVANA VASSIO  ","  1","     1.716 ","          ","     .691 ","     .069 ","     .121 ","     .132 ","     .108 ","     .015 ","          ","          ","     2.851 "
"819983 ","SCOTTON        34869 VASSIO BO RDE ","  1","     2.774 ","          ","    1.118 ","     .111 ","     .196 ","     .214 ","     .175 ","     .024 ","          ","          ","     4.612 "
"819984 ","SCOTTON        34848 SETA ORO  VAS ","  1","     3.366 ","          ","    1.909 ","     .178 ","     .252 ","          ","     .206 ","     .035 ","          ","          ","     5.946 "
"819985 ","SCOTTON        36589 SFERE ORO CES ","  1","     1.725 ","          ","     .978 ","     .091 ","     .129 ","          ","     .106 ","     .018 ","          ","          ","     3.047 "
"819986 ","SCOTTON        36590 SFERE ORO CES ","  1","     1.864 ","          ","    1.057 ","     .098 ","     .140 ","          ","     .114 ","     .019 ","          ","          ","     3.292 "
"819987 ","SCOTTON        38419 SKIN ORO  PAN ","  1","     1.043 ","          ","     .592 ","     .055 ","     .078 ","          ","     .064 ","     .011 ","          ","          ","     1.843 "
"819988 ","SCOTTON        35346 SETA BORD 1 B ","  1","      .737 ","          ","     .418 ","     .039 ","     .055 ","          ","     .045 ","     .008 ","          ","          ","     1.302 "
"819989 ","HAMLET        707001200 LUXE DESSE ","  1","     4.348 ","     .079 ","    6.603 ","    1.741 ","          ","          ","     .482 ","     .078 ","          ","          ","    13.331 "
"819990 ","HAMLET 180GR  713000190 PRALINES G ","  1","     2.455 ","     .037 ","    2.781 ","     .347 ","          ","          ","     .238 ","     .034 ","          ","          ","     5.892 "
"819991 ","HAMLET        151000010 TRUFFELS H ","  1","     2.428 ","     .044 ","    3.688 ","     .972 ","          ","          ","     .269 ","     .044 ","          ","          ","     7.445 "
"819992 ","HAMLET        080001000 BOTERWAFEL ","  1","     1.758 ","     .032 ","    2.669 ","     .704 ","    1.170 ","          ","     .195 ","     .038 ","          ","          ","     6.566 "
"819993 ","HAMLET        619000016 DANISH BUT ","  1","     4.774 ","     .087 ","    7.249 ","    1.911 ","          ","          ","     .529 ","     .086 ","          ","          ","    14.635 "
"819994 ","HAMLET 125GR  FORUM OUBLIES  CRISP ","  1","     1.630 ","     .113 ","     .516 ","     .138 ","          ","          ","     .094 ","     .015 ","          ","          ","     2.505 "
"819995 ","HAMLET 125GR  FORUM SPECULOOS BELG ","  1","     1.630 ","     .113 ","     .516 ","     .138 ","          ","          ","     .094 ","     .015 ","          ","          ","     2.505 "
"819996 ","HAMLET 400GR  VANILLE WAFER  STICK ","  1","     4.418 ","     .305 ","    1.399 ","     .374 ","          ","    1.520 ","     .254 ","     .049 ","          ","          ","     8.320 "
"819997 ","HAMLET        080001004 PAT CHOCOL ","  1","     2.479 ","     .045 ","    3.765 ","     .993 ","    1.650 ","          ","     .275 ","     .054 ","          ","          ","     9.261 "
"819998 ","HAMLET        140002941 HAKNOUGAT  ","  1","     2.590 ","     .047 ","    3.934 ","    1.037 ","          ","          ","     .287 ","     .046 ","          ","          ","     7.942 "
"819999 ","HAMLET        140000342 ZACHTE NOU ","  1","      .217 ","     .004 ","     .330 ","     .087 ","          ","          ","     .024 ","     .004 ","          ","          ","      .667 "
"820006 ","BICKERY 100GR  90749 WIT TOAST     ","  1","     1.561 ","          ","     .376 ","     .061 ","          ","     .518 ","     .086 ","     .015 ","          ","          ","     2.618 "
"820011 ","BICKERY 125GR  92932 WIT KAASPUNTJ ","  1","     2.238 ","          ","     .320 ","     .039 ","          ","          ","     .114 ","          ","          ","          ","     2.711 "
"820015 ","BICKERY 200GR  95102 GOUD PRETZELS ","  1","     1.569 ","          ","     .459 ","     .067 ","          ","     .536 ","     .089 ","     .016 ","          ","          ","     2.737 "
"820018 ","COSTULESS        1410004230 MILANO ","  1","     1.450 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     1.450 "
"820019 ","COSTULESS        81380500513 GUMMI ","  1","      .300 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","      .300 "
"820020 ","CARREFOUR        PAPAS BBQ DULCE   ","  1","     4.250 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.250 "
"820021 ","XIAMEN        1 BOTTLE BOX   X8.5X ","  1","     2.170 ","          ","     .290 ","     .069 ","     .116 ","          ","     .095 ","     .015 ","          ","          ","     2.755 "
"820022 ","XIAMEN        2 BOTTLE BOX   17.5X ","  1","     2.490 ","          ","     .330 ","     .080 ","     .135 ","          ","     .110 ","     .017 ","          ","          ","     3.162 "
"820023 ","XIAMEN        3 BOTTLE BOX   26.5X ","  1","     3.110 ","          ","     .410 ","     .098 ","     .166 ","          ","     .136 ","     .021 ","          ","          ","     3.942 "
"820024 ","BICKERY 60GR   93741 TAPER COATED  ","  1","     1.166 ","          ","     .281 ","     .045 ","          ","     .386 ","     .064 ","     .011 ","          ","          ","     1.954 "
"820025 ","BICKERY 60GR   93742 ZWART CHILE C ","  1","     1.166 ","          ","     .281 ","     .045 ","          ","     .386 ","     .064 ","     .011 ","          ","          ","     1.954 "
"820026 ","BICKERY 230GR  37553 GOUD CAKE NAT ","  1","     3.874 ","          ","     .553 ","     .067 ","          ","    1.184 ","     .197 ","          ","          ","          ","     5.875 "
"820027 ","BICKERY 230GR  37554 WIT CAKE NATU ","  1","     3.874 ","          ","     .553 ","     .067 ","          ","    1.184 ","     .197 ","          ","          ","          ","     5.875 "
"820028 ","BICKERY 90GR   92730 GOUD RIBBELCH ","  1","     1.569 ","          ","     .459 ","     .067 ","          ","     .536 ","     .089 ","     .016 ","          ","          ","     2.736 "
"820029 ","BICKERY 90GR   92726 FOREST RIBBEL ","  1","     1.538 ","          ","     .220 ","     .027 ","          ","     .470 ","     .078 ","          ","          ","          ","     2.333 "
"820030 ","BICKERY 90GR   92732 WIT RIBBELCHI ","  1","     1.569 ","          ","     .459 ","     .067 ","          ","     .536 ","     .089 ","     .016 ","          ","          ","     2.736 "
"820031 ","BICKERY 170GR  16901 FUDGE WHITE   ","  1","     2.471 ","          ","     .594 ","     .096 ","          ","     .395 ","     .137 ","     .022 ","          ","          ","     3.715 "
"820032 ","BICKERY 150GR  95593 GOUD MARSHMAL ","  1","     1.589 ","          ","     .465 ","     .068 ","          ","          ","     .090 ","     .013 ","          ","          ","     2.226 "
"820033 ","BICKERY 150GR  95595 WIT MARSHMALL ","  1","     1.759 ","          ","     .423 ","     .069 ","          ","          ","     .097 ","     .014 ","          ","          ","     2.362 "
"820034 ","BICKERY 180GR  91222 ROOD PANNENKO ","  1","     1.957 ","          ","     .471 ","     .076 ","          ","     .648 ","     .108 ","     .019 ","          ","          ","     3.279 "
"820035 ","BICKERY 180GR  91228 WIT PANNENKOE ","  1","     1.957 ","          ","     .471 ","     .076 ","          ","     .648 ","     .108 ","     .019 ","          ","          ","     3.279 "
"820036 ","BICKERY 100GR  94780 GOUD GEZOUTEN ","  1","     1.561 ","          ","     .376 ","     .061 ","          ","     .517 ","     .086 ","     .015 ","          ","          ","     2.617 "
"820037 ","BICKERY 100GR  94783 WIT GEZOUTEN  ","  1","     1.569 ","          ","     .459 ","     .067 ","          ","     .535 ","     .089 ","     .016 ","          ","          ","     2.736 "
"820038 ","BICKERY 90GR   92872 POPCORN MAGNE ","  1","     1.166 ","          ","     .281 ","     .045 ","          ","     .388 ","     .065 ","     .011 ","          ","          ","     1.956 "
"820039 ","BICKERY 200GR  95112 WIT PRETZELS  ","  1","     1.482 ","          ","     .357 ","     .058 ","          ","     .491 ","     .082 ","     .015 ","          ","          ","     2.484 "
"820040 ","BICKERY 110GR  91235 BLAUW KARAMEL ","  1","     2.550 ","          ","     .613 ","     .099 ","          ","     .407 ","     .141 ","     .022 ","          ","          ","     3.832 "
"820041 ","BICKERY 110GR  91236 GOUD KARAMELS ","  1","     2.550 ","          ","     .613 ","     .099 ","          ","     .407 ","     .141 ","     .022 ","          ","          ","     3.832 "
"820042 ","BICKERY 110GR  91240 WIT KARAMELST ","  1","     2.550 ","          ","     .613 ","     .099 ","          ","     .407 ","     .141 ","     .022 ","          ","          ","     3.832 "
"820043 ","BICKERY 10GR   34937 GROENE THEE B ","  1","     1.759 ","          ","     .423 ","     .069 ","          ","     .119 ","     .097 ","     .015 ","          ","          ","     2.481 "
"820044 ","BICKERY 24GR   34951 BLAUW THEEBOX ","  1","     3.340 ","          ","     .804 ","     .130 ","          ","     .226 ","     .185 ","     .028 ","          ","          ","     4.712 "
"820045 ","BICKERY 24GR   34950 ZWART THEEBOX ","  1","     3.340 ","          ","     .804 ","     .130 ","          ","     .226 ","     .185 ","     .028 ","          ","          ","     4.712 "
"820046 ","BICKERY 135GR  45141 FOREST WAFELR ","  1","     3.340 ","          ","     .804 ","     .130 ","          ","    1.108 ","     .185 ","     .033 ","          ","          ","     5.599 "
"820047 ","BICKERY 135GR  45140 FA WAFELROL C ","  1","     3.290 ","          ","     .470 ","     .057 ","          ","    1.006 ","     .168 ","          ","          ","          ","     4.991 "
"820048 ","BICKERY 170GR  16715 KESBEKE SMUL  ","  1","     2.471 ","          ","     .594 ","     .096 ","          ","          ","     .137 ","     .019 ","          ","          ","     3.317 "
"820049 ","BICKERY 180GR  16716 KESBEKE AUGUR ","  1","     2.471 ","          ","     .594 ","     .096 ","          ","     .320 ","     .137 ","     .021 ","          ","          ","     3.639 "
"820050 ","HAMLET 400GR  HAZELNUT WAFER  STIC ","  1","     4.418 ","     .305 ","    1.399 ","     .374 ","          ","          ","     .254 ","     .040 ","          ","          ","     6.790 "
"820051 ","HAMLET 230GR  FORUM CARAMEL  WAFER ","  1","     3.142 ","     .217 ","     .995 ","     .266 ","          ","    1.080 ","     .181 ","     .035 ","          ","          ","     5.915 "
"820052 ","HAMLET 150GR  HAPPY DAYS     COOKI ","  1","     2.906 ","     .201 ","     .921 ","     .246 ","          ","          ","     .167 ","     .026 ","          ","          ","     4.467 "
"820053 ","HAMLET 260GR  CARAMEL WAFERS BLUE  ","  1","     5.400 ","     .373 ","    1.710 ","     .457 ","          ","    1.860 ","     .311 ","     .060 ","          ","          ","    10.171 "
